id,text,emotion,compound,intensity
160,నేడు పని తేలికగా అనిపించింది.,normal,0.19,5
231,లోపల ఉన్న భారాన్ని ఎవరూ చూడలేరు.,depression,-0.87,9
531,ఎంత నిద్రపోయినా మళ్లీ అలసటే.,stress,-0.34,7
617,"ఎక్కడ చూసినా కాన్సర్ కారకాల భయంతో ఇబ్బందులు పడుతున్నారు

హలో, దీనికి సంబంధించి ఎవరికైనా సలహా, సమాచారం ఉంటే నిజంగా అద్భుతంగా ఉంటుందా అని ఆలోచిస్తున్నాను;నాకు కాలుష్యం గురించి భయంతో సమస్య ఉంది, కానీ ప్రధానంగా దీర్ఘకాలిక నష్టం రూపంలో, అంటే తెలియని క్యాన్సర్ కారకాలకు గురికావడం లేదా సీసంతో నీరు త్రాగడం లేదా ప్రాణాంతకమైన/హానికరమైన దేనికైనా గురికావడం, కానీ కాలక్రమేణా బహిర్గతం చేయడం ద్వారా మాత్రమే.

""ఉత్పత్తులలో ఉపయోగించే కొత్త రసాయనం మరియు 5/10/20 సంవత్సరాల తర్వాత మాత్రమే ప్రజలు దీనిని క్యాన్సర్ కారకం / లేకుంటే ప్రమాదకరం"" అని ఏదైనా కథనం ద్వారా ఇది ఎక్కువగా ప్రేరేపించబడుతుంది.

దీని కారణంగా, శుభ్రపరిచే ఉత్పత్తులు, డిటర్జెంట్లు, ఏదైనా సువాసన, సాధారణ వాయు కాలుష్యాలు, దుస్తులకు రంగులు, ఏదైనా తాగునీరు, ప్లాస్టిక్‌లు తాకే ఆహారం, భారీగా ప్రాసెస్ చేయబడిన ఆహారాలు మరియు మరెన్నో వంటి రసాయన విషయాలతో నేను ఒత్తిడికి గురవుతాను.

ఈ కేసులు జరగడం వల్ల నేను దాన్ని అధిగమించడానికి కష్టపడుతున్నాను మరియు చాలా ఆలస్యం అయ్యే వరకు సమస్య ఉందని నాకు తెలియదు;కనీసం కొంత సందేహం కలిగి ఉండటం హేతుబద్ధమైన భావనను నేను కదిలించలేను... కానీ ప్రతిదాని గురించి తెలుసుకోవడం అసాధ్యం అని నాకు తెలుసు మరియు నేను చాలా ఒత్తిడిని ఆపాలనుకుంటున్నాను.ఏదైనా కోపింగ్ చిట్కాలు లేదా సలహాలు చాలా బాగుంటాయి, ధన్యవాదాలు.",anxiety,-0.89,10
372,లోపల తెలిసిన దుఃఖం ఉంది.,depression,-0.62,8
696,"ఇటీవలి వైద్యుల సందర్శన నన్ను మరెక్కడికి తిప్పాలో తెలియదు.నా ప్రపంచం మొత్తం చచ్చుబడిపోతున్నట్లు నాకు అనిపిస్తుంది. కొన్ని రోజుల క్రితం, నేను సాధారణ కంటి పరీక్ష కోసం వెళ్ళాను మరియు దాని చివరలో నా డాక్టర్ నాకు ఎర్రబడిన ఆప్టిక్ నరం ఉందని మరియు ఒక విద్యార్థి మరొకదాని కంటే చిన్నదిగా ఉందని నాకు చెప్పారు.నాకు ఇడియోపతిక్ ఇంట్రాక్రానియల్ హైపర్‌టెన్షన్ ఉండవచ్చని ఆమె అనుమానిస్తోంది.ఆమె దీన్ని కొన్ని సార్లు చూసింది.నన్ను స్పెషలిస్ట్‌తో ఏర్పాటు చేస్తుంది.స్పెషలిస్ట్ ఏప్రిల్‌లో కొంత సమయం వరకు కాల్ చేసి అపాయింట్‌మెంట్ సెట్ చేస్తాడు.ఈ రోజు, అపాయింట్‌మెంట్ పొరపాటున జరిగిందని, వచ్చే వారం నన్ను చూడాలని నాకు కాల్ వచ్చింది.వారు ""తీవ్రమైన"" పదాన్ని ఉపయోగించారు.నా మనసు ఇప్పుడు పరుగెత్తుతోంది.నేను ప్రశాంతంగా మరియు స్పష్టంగా ఆలోచించడానికి ప్రయత్నిస్తున్నాను, కానీ నేను చేయలేను.వారు నాకు IIH (ఇది నిరపాయమైన వ్యాధి)తో నిర్ధారణ చేయబోవడం లేదు, ఇది టెర్మినల్ బ్రెయిన్ క్యాన్సర్ లేదా MS అవుతుంది.నాకు ఇప్పుడే తెలుసు.ప్రాథమికంగా, IIH అధిక వెన్నెముక ద్రవం కారణంగా మీ మెదడును ఉబ్బుతుంది.ఇది మీకు అసహ్యకరమైన తలనొప్పిని ఇస్తుంది.బరువు తగ్గడం మరియు మందులు చికిత్స.నేను 28 సంవత్సరాల వయస్సులో బ్రెయిన్ క్యాన్సర్‌తో చనిపోతాను. నా జీవితం ఇలా ముగుస్తుంది.ఇది నా జీవితాంతం మరియు నేను కలిగి ఉన్న ఆరోగ్య ఆందోళన యొక్క చరిత్రలో నాకు అత్యంత నమ్మకంగా ఉంది.ఇది ముగింపు అవుతుంది.ఇది నాకు జరుగుతోందని నేను నమ్మలేకపోతున్నాను.నేను నా అపెండిక్స్ మరియు పిత్తాశయం తొలగించాను మరియు పేగు క్యాన్సర్ భయాలతో పోరాడవలసి వచ్చింది.ఇప్పుడు నా మెదడు నాకు చెబుతోంది: ""చూడండి? మీ మెదడుకు మెటాస్టాసైజ్ చేయడానికి మూడు/నాలుగులు పట్టింది, ఇప్పుడు మీరు చనిపోతారు.""నేను భయాందోళనలను ఆపలేను.",anxiety,-0.99,10
527,నా మనసు ఎప్పుడూ వేగంగా పరిగెడుతోంది.,stress,-0.42,7
417,ఒకేసారి చాలా విషయాలు తలలో తిరుగుతున్నాయి.,stress,-0.35,7
42,గది కొంచెం చల్లగా ఉంది.,normal,0.37,4
168,మొబైల్‌లో చిన్న రింగ్‌టోన్ వచ్చింది.,normal,0.76,2
276,ఎవరూ నన్ను గుర్తుంచుకోరు అనిపిస్తుంది.,depression,-0.93,10
559,"రాత్రి నిద్ర పట్టడం లేదు, ఒత్తిడి మిగిలే ఉంది.",stress,-0.77,9
405,రోజు మొత్తం ఒత్తిడిగానే గడుస్తోంది.,stress,-0.54,8
799,"ధన్యవాదాలు, పూర్వీకులుð హాయ్ అబ్బాయిలు!
కాబట్టి నేను ఇటీవల పూర్వీకుల DNA పరీక్షను తీసుకున్నాను మరియు నేను రికార్డులకు ప్రాప్యతను కొనుగోలు చేసాను.మా అమ్మమ్మ 40 సంవత్సరాల వయస్సులో గర్భాశయ క్యాన్సర్‌తో మరణించింది.ఊపిరితిత్తుల క్యాన్సర్ అని మా అమ్మమ్మకి ఎప్పుడూ చెప్పేవారు.తన తల్లి పొగాకు ఎక్కువగా తాగే అలవాటు ఉన్నందున అది అర్థమైందని ఆమె భావించింది.ఏది ఏమైనా, ఇప్పుడు నేను దీని గురించి నిరంతరం చింతిస్తూనే ఉన్నాను.నాకు పిసిఒఎస్ కూడా ఉంది, ఇది నాకు క్రమరహిత పీరియడ్స్ కలిగిస్తుంది.కేవలం చెత్త ఆలోచనలు మరియు నేను దీన్ని ద్వేషిస్తున్నాను!నేను గతంలో ఆరోగ్య ఆందోళన కలిగి ఉన్నాను.అదృష్టవశాత్తూ నాకు సోమవారం నా థెరపిస్ట్ అపాయింట్‌మెంట్ ఉంది కాబట్టి నేను అతనితో ఈ ""కొత్త వాస్తవం"" గురించి మాట్లాడతాను.విన్నందుకు ధన్యవాదాలు.",anxiety,-0.94,10
586,ఒత్తిడితో మాట్లాడే శక్తి కూడా తగ్గింది.,stress,-0.3,7
607,"ఎవరికైనా క్యాన్సర్ భయం ఉందా?భరోసా కోసం చూడటం లేదు ఎందుకంటే అది సహాయం చేయదని నాకు తెలుసు.నేను బయటకు వెళ్లాలని అనుకుంటున్నాను

కొన్ని సంవత్సరాల క్రితం నా స్నేహితుడు అండాశయ క్యాన్సర్‌తో మరణించాడు.అప్పటి నుండి, నేను అనేక దశలను కలిగి ఉన్నాను, అక్కడ నేను ఏదో ఒక రకమైన క్యాన్సర్ కలిగి ఉంటానని తీవ్ర భయాన్ని కలిగి ఉన్నాను.

ఊపిరితిత్తులు.కోలన్.గొంతు.కాలేయం.పొట్ట.అండాశయము.సర్విక్స్.గర్భాశయం.మూత్రాశయం.రొమ్ము

నేను ఒకరి నుండి మరొకరికి దూకినట్లు.ప్రస్తుతం నేను కలిగి ఉన్న లక్షణాల ఆధారంగా గర్భాశయం లేదా గర్భాశయం గురించి నాకు చాలా భయంగా ఉంది.

ఈ భయం నాకు చాలా విధానాలు చేయడానికి కారణమైంది.కోలోనోస్కోపీ, ఎక్స్-రేలు, పాప్ స్మెర్ మరియు బ్రెస్ట్ ఎగ్జామ్ (వాటిని క్రమం తప్పకుండా చేయాలి), బ్రెస్ట్ అల్ట్రాసౌండ్, ట్రాన్స్‌వాజినల్ అల్ట్రాసౌండ్ మొదలైనవి.

ఇది చాలా ఫ్రీకింగ్ డ్రైనింగ్.నేను ఈ విధంగా భావించి చాలా అలసిపోయాను.నేను బయటికి వెళ్లవలసి వచ్చింది.ఇది చదివిన వారికి ధన్యవాదాలు.మరెవరికైనా సంబంధం ఉందా?",anxiety,-0.99,10
22,అల్మిరాలో వస్తువులు సర్దాను.,normal,0.51,3
465,"ఎవరితోనూ మాట్లాడాలని అనిపించడం లేదు, ఒత్తిడి ఎక్కువైంది.",stress,-0.78,9
426,చాలా పని ఉన్న భావన వదలడం లేదు.,stress,-0.74,9
658,"ఈ సమయంలో నేను వృద్ధాప్యం చెందనని ప్రాథమికంగా నమ్ముతున్నాను.నేను దాదాపు 19 సంవత్సరాల వయస్సులో హైపోకాండ్రియాతో బాధపడటం ప్రారంభించాను. హాస్యాస్పదంగా, నేను అనోరెక్సియా/బులిమియా నుండి కోలుకున్న వెంటనే అది మొదలైంది.నా వయసు ఇప్పుడు 22.ఎన్నో ఏళ్లుగా ఆరోగ్యంపై ఆందోళన కలిగిందని నేను నమ్మలేకపోతున్నాను.ఏ లక్షణాలు తీవ్రంగా ఉన్నాయో లేదో కూడా నాకు తెలియదు.నేను ప్రతిరోజూ నొప్పితో ఉన్నాను మరియు భౌతికమైనదో కాదో నాకు తెలియదు.నేను డాక్టర్ వద్దకు వెళ్లడం బాధగా ఉంది.నేను నొప్పితో బాధపడుతున్నాను &amp;భరోసా కోసం అడుగుతున్నారు.నేను నా 30 ఏళ్ల క్యాన్సర్‌లో చనిపోతానని దాదాపు 100% నమ్ముతున్నాను.(మరియు నేను ఎప్పుడూ క్యాన్సర్‌తో బాధపడలేదు).నేను ఇప్పటివరకు ఇద్దరు బంధువులు క్యాన్సర్‌తో చనిపోయారని మరియు నా మామయ్యకు ప్రస్తుతం స్టేజ్ 4 క్యాన్సర్ ఉందని ఇది సహాయం చేయదు.నేను నా ఆరోగ్యాన్ని జాగ్రత్తగా చూసుకుంటాను, నేను చేసే చెత్త పని వేప్.ఇది నాకు క్యాన్సర్‌ని ఇస్తోందని నేను నమ్ముతున్నాను మరియు నా ఊపిరితిత్తులు నా లోపల కుళ్ళిపోతున్నాయని నేను స్పష్టంగా ఊహించాను.నా ఛాతీ ప్రతిరోజూ బాధిస్తుంది.",anxiety,-0.97,10
592,ఒత్తిడితో ఆలోచించడమే కష్టం.,stress,-0.52,8
394,ఏ పని ప్రారంభించడమే కష్టంగా ఉంది.,depression,-0.55,8
209,ఏమీ చేసినా ప్రయోజనం లేదనిపిస్తోంది.,depression,-0.92,10
11,అల్పాహారం సాధారణంగానే చేసాను.,normal,0.29,4
421,ఏదో మానసికంగా వత్తిడి పడుతోంది.,stress,-0.32,7
649,హలో?మిత్రమా jbjb మ్యూచువల్ నుండి చాలా కాలం అయ్యింది.నా ఖాతా ఇప్పటికీ RT బాట్ లాగా ఉంది హుహ్ .. tbh ఈ మధ్య నేను అలసిపోయాను.ఆందోళన ఎప్పుడూ కారణం లేకుండా అకస్మాత్తుగా వస్తుంది కాబట్టి నేను నన్ను మరింత ద్వేషిస్తున్నాను.నిన్న కూడా నన్ను నేను బాధించుకోవాలనే ఆలోచన నా మెదడుకు వచ్చే స్థాయికి చేరుకున్నాను,anxiety,-0.86,9
657,"మీ శ్వాస ఆడకపోవడం మరియు ఛాతీ అసౌకర్యం ఆందోళన లేదా మరేదైనా అని మీరు ఎలా చెప్పగలరు???ఊపిరి పీల్చుకోవడం కష్టంగా ఉన్నట్లు నాకు నిరంతరం అనిపిస్తుంది (కొన్నిసార్లు అది పోతుంది, తర్వాత మళ్లీ వస్తుంది).నేను డాక్టర్ వద్దకు వెళ్లలేను (రెండేళ్ల క్రితం వారు నాతో ఏమి చెప్పారో నాకు తెలుసు: నేను బాగానే ఉన్నాను/తప్పు ఏమీ లేదు) కానీ ఈ సమస్య చికాకు కలిగించింది.",anxiety,-0.75,9
650,"నాకు ఆరోగ్య ఆందోళన ఉంది, నాకు ఆరోగ్య ఆందోళన ఉంది మరియు చాలా ఎక్కువగా ఆలోచిస్తున్నాను మరియు నా ఛాతీ జాతులు మరియు అంశాలు",anxiety,-0.34,7
515,చాలా చిన్న విషయం కూడా తట్టుకోలేకపోతున్నాను.,stress,-0.76,9
618,"కారణం లేకుండా గుండె ఆందోళన, అందరికీ నమస్కారం,

ఇక్కడ మొదటి పోస్ట్, ఇక్కడ ఉన్న వ్యక్తుల నుండి కొన్ని మంచి సలహాలు ఉన్నాయి, కాబట్టి ఎవరైనా నా లాంటిదే అనుభవించి ఉంటారని ఆశిస్తున్నాను.

నాలాగా మరెవరికైనా ఉందా అని నేను ఆశ్చర్యపోయాను.నేను ప్రతిరోజూ గుండె సమస్య గురించి ఆందోళన చెందుతున్నాను మరియు ఇది దేనిపై ఆధారపడి ఉన్నట్లు అనిపించదు.కుటుంబ చరిత్ర ఏదీ లేదు, నేను చాలా చిన్నవాడిని (32), ఏదీ కనుగొనబడలేదు, నా కొలెస్ట్రాల్ బాగానే ఉంది మరియు నేను ఎటువంటి నొప్పి లేకుండా తేలికపాటి వ్యాయామం చేయగలను (నేను చాలా అసమర్థంగా ఉన్నాను మరియు ఇప్పుడే వ్యాయామం చేయడం ప్రారంభించాను కాబట్టి నేను తేలికపాటి స్థాయిలో ఉన్నాను).నేను నా రక్తపోటు మానిటర్‌ను విసిరివేసాను ఎందుకంటే ఇది నా ఆందోళనకు ఆహారం ఇస్తోందని నేను భావిస్తున్నాను కాని నేను దానిని తీసుకునేటప్పుడు, అది ఎల్లప్పుడూ సాధారణ పరిధిలో ఉంటుంది.

కానీ ప్రతిరోజూ, యాదృచ్ఛిక సమయాల్లో నా గుండె నా ఛాతీలో కొట్టుకుంటున్నట్లు అనిపిస్తుంది.కొన్నిసార్లు నేను నా వైపు మరియు సోఫాపై కొన్ని స్థానాల్లో పడుకున్నప్పుడు.కొన్నిసార్లు నేను నా ఛాతీలో ఒక వింత వైబ్రేషన్ అనుభూతి చెందుతాను.లేదా నా గుండె సాధారణంగా కొట్టుకున్నట్లు అనిపిస్తుంది, ఆపై ఆగిపోయినట్లు అనిపిస్తుంది, ఆపై మళ్లీ లయలోకి వస్తుంది.నా భాగస్వామి తన చెవిని నా ఛాతీకి ఉంచి, అది సాధారణంగా కొట్టుకుంటుందని చెబుతుంది, కానీ నాకు అది కొట్టడం మరియు బీట్స్ మిస్ అయినట్లు అనిపిస్తుంది.

నేను అలాంటి అనుభూతులను పొందినప్పుడు, దాని అర్థం గురించి నేను ఆందోళన చెందుతాను మరియు నేను భయాందోళనకు గురవుతాను, ప్రత్యేకించి నేను నా స్వంతంగా లేదా విమానంలో లేదా ఇటీవల లండన్ ఐ ఫెర్రిస్ వీల్‌లో నుండి తప్పించుకోలేని పరిస్థితిలో ఉంటే.బహుశా అది నాకు సహాయం చేయడానికి సులభంగా అందుబాటులో ఉండదనే ఆలోచన కావచ్చు.ప్రస్తుతం ఇంగ్లండ్‌లో కురుస్తున్న మంచు వల్ల నాకు సహాయం అందడం లేదని భయాందోళనకు గురిచేస్తోంది.

ఆ విచిత్రమైన గుండె అనుభూతులతో పాటు, నాకు ఛాతీలో అసౌకర్యం కలుగుతుంది, అజీర్ణం భారంగా అనిపించడం, కొన్నిసార్లు నా చేతిలో అసహ్యకరమైన అనుభూతులు, కొన్నిసార్లు తేలికపాటి భావాలు.ఏదీ బాధాకరమైనది కాదు, ఇది విచిత్రమైన అనుభూతుల వంటిది.

నేను యాసిడ్ రిఫ్లక్స్ వంటి జీర్ణ సమస్యలకు నా ఛాతీ సంచలనాలను తగ్గించడానికి ప్రయత్నించాను మరియు నా ఆరోగ్యాన్ని మెరుగుపరుచుకోవడానికి నేను బాగా తినడానికి మరియు వ్యాయామం చేయడానికి ప్రయత్నించాను, కానీ ఇప్పటివరకు పెద్దగా తేడా లేదు.

ఎవ్వరూ కనిపెట్టలేనిది ఏదైనా జరుగుతోందా లేదా నేను అక్షరాలా నేనే అన్నింటినీ చేస్తున్నానో లేదో నాకు తెలియదు.

నేను సాధారణంగా ఆందోళన చెందే వ్యక్తిని కాదు.నేను బహిరంగంగా మాట్లాడగలను, నేను సామాజికంగా ఆత్రుతగా లేను, ఇది ఒకే సమస్యగా ఉంది మరియు ఇది ఎక్కడ నుండి వచ్చిందో నాకు తెలియదు.

మరెవరికైనా ఈ భావాలు కలుగుతున్నాయా మరియు అలా అయితే, మీరు వాటిని ఎలా విస్మరిస్తారు మరియు మీరు వాటిని ఎలా తగ్గించగలిగారు?",anxiety,-0.99,10
245,"అందరూ ముందుకు వెళ్తున్నారు, నేను మాత్రమే నిలిచిపోయాను.",depression,-0.8,9
622,"లెక్సాప్రోని ప్రారంభించడానికి భయపడుతున్నాను, నాకు వికలాంగ ఆందోళన రుగ్మత ఉంది మరియు నాకు లెక్సాప్రో సూచించబడింది.నాకు GAD ఉంది, కానీ నా ఆందోళన ఎల్లప్పుడూ నా ఆరోగ్యం గురించి, ముఖ్యంగా నా గుండె గురించి ఉందని నేను గమనించాను.ఇది చాలా ఘోరంగా తయారైంది, నేను ఇంటి నుండి బయటకు వెళ్లలేను మరియు నేను ఒత్తిడికి గురికావడానికి భయపడుతున్నాను, ఎందుకంటే నేను వ్యాయామశాలలో ఎలుకగా ఉండేవాడిని మరియు వ్యాయామం చేయడం నా ఆందోళనను ఎదుర్కోవడంలో సహాయపడేది, కానీ అది నేను ఇకపై చేయగలిగేది కాదు, కనీసం నా మనస్సులో ¢ చేయగలను.నన్ను ERలో చేర్చిన బహుళ భయాందోళనలతో వ్యవహరించిన తర్వాత ఈ గత సంవత్సరంలో ఇది నిజంగా తీవ్రమైంది మరియు నా ఆందోళనకు సహాయం చేయని శారీరక లక్షణాలను నేను నిరంతరం పొందుతున్నాను.నేను చాలా పరీక్షలు చేయించుకున్నాను మరియు నేను ఆరోగ్యంగా ఉన్నానని వైద్యులు చాలా భరోసా ఇచ్చారు.లెక్సాప్రో నాకు సహాయం చేస్తుందని నా పత్రం నమ్ముతుంది, కానీ దానిని తీసుకునే ధైర్యం నాకు కనిపించడం లేదు.నేను దాని గురించి చాలా భయాందోళనకు గురయ్యాను, నా మెడ్‌లను ప్రారంభించడానికి కొంత ప్రోత్సాహాన్ని నేను నిజంగా అభినందిస్తున్నాను ఎందుకంటే నేను ఇలా జీవించడాన్ని చాలా ద్వేషిస్తాను .ð",anxiety,-0.82,9
556,ఏ విషయానికైనా పర్లేదు అనిపించడం లేదు.,stress,-0.42,7
477,నా పని ఆలస్యం అవుతుందేమో అన్న భయం.,stress,-0.36,7
76,కంప్యూటర్ ఫైల్ సేవ్ చేసాను.,normal,0.56,3
140,ఆఫీసులో కాఫీ మెషీన్ పని చేసింది.,normal,0.8,2
755,"ఆరోగ్య ఆందోళన అని నేను చెప్పగలను, ఆరోగ్య ఆందోళనను ఫక్ చేయండి!నేను డాక్టర్ వద్దకు వెళ్లాలా లేదా నేను సమస్యగా ఉన్నానో లేదో నేను నిజంగా చెప్పలేను.నేను ఇప్పుడే రక్తాన్ని ఉమ్మివేస్తున్నానని నాకు ఖచ్చితంగా తెలుసు, కానీ అది నా చిగుళ్ళ నుండి వచ్చి ఉంటుందని నేను భావిస్తున్నాను.నేను ఒక కొత్త ఔషధం తీసుకోవడం గురించి భయపడుతున్నాను మరియు అది పెద్ద పొరపాటుగా మరియు నా అంతరంగంలో ఏదో జరుగుతున్నట్లు నేను భావిస్తున్నాను.మానసిక ఆరోగ్య సమస్యలను నా వైద్యుడు సీరియస్‌గా తీసుకోకపోవడానికి ఇది సహాయం చేయదు.

మీరందరూ ఆరోగ్య ఆందోళనతో ఎలా వ్యవహరిస్తారు???",anxiety,-0.62,8
438,ఏదో వెంటపడుతున్నట్టు ఫీలవుతున్నాను.,stress,-0.29,7
57,షాపు నుంచి చిన్నవి కొన్నాను.,normal,0.26,4
289,ఎవరూ నా మాట వినడం లేదు.,depression,-0.63,8
659,"హృదయ స్పందన రేటు + నమలడం పొగాకు గురించి అబ్సెసివ్ రాత్రి సమయంలో నా హృదయ స్పందన రేటు 60లలో ఉంది, నెమ్మదిగా పొగాకు నమలడం మానేయడానికి ప్రయత్నిస్తున్నాను, కానీ ఇటీవల నా హృదయ స్పందన రేటు చాలా నెమ్మదిగా ఉందని ఆందోళన చెందడం ప్రారంభించాను, ముఖ్యంగా నేను నానబెట్టినందున మరియు అది హృదయ స్పందన రేటు మరియు రక్తపోటును పెంచుతుంది, కానీ నా హృదయ స్పందన ఇప్పటికీ 60 నుండి 70 ల శ్రేణిలో ఉంది.గతంలో అనేక తప్పుడు హెచ్చరికల కారణంగా 911కి కాల్ చేయడంలో విఫలమై భయపడ్డాను, 2 వారాల్లో 4 సార్లు 911కి కాల్ చేశాను, అక్కడ వారు నన్ను ఇన్‌పేషెంట్‌గా ఉండాలనుకున్నారు, కానీ అఘోరాఫోబియా మరియు తీవ్ర భయాందోళనలతో నేను చాలా అసౌకర్యంగా ఉన్నాను మరియు 3 రోజులలోపు గుండెపోటుతో నేను నిరాశకు గురయ్యాను.తీవ్ర భయాందోళన కోసం లేదా నేను తీసుకునే మెడ్‌ల వల్ల నా శరీరం ప్రశాంతంగా ఉందని రాసిపెట్టు... idk దీని గురించి ప్రత్యేకంగా నేను ఉన్న చోట రాత్రి 9 గంటలకు మాట్లాడటానికి ఎవరూ లేరు...",anxiety,-1.0,10
542,నిరంతరం ఏదో ఒత్తిడి వేధిస్తోంది.,stress,-0.49,8
8,పని నేడు సజావుగా సాగింది.,normal,0.63,3
315,లోపల తెగిపోతున్నట్టు అనిపిస్తోంది.,depression,-0.66,8
102,ఆఫీసులో చిన్న మీటింగ్ జరిగింది.,normal,0.75,2
598,నా మనసు ఎప్పుడూ ఏదో ఆందోళనలో ఉంది.,stress,-0.33,7
348,ఆలోచనలు అన్నీ నెగటివ్‌గా ఉన్నాయి.,depression,-0.84,9
73,వాతావరణం స్థిరంగా ఉంది.,normal,0.07,5
233,ఏ పని మొదలుపెట్టినా పూర్తి చేయలేను.,depression,-0.63,8
156,పట్టు దుస్తులు సర్దాను.,normal,0.65,3
78,రోడ్డుపై వాహనాలు సాదారణంగా ఉన్నాయి.,normal,0.17,5
240,ఏదో కోల్పోయిన భావన వెంటాడుతోంది.,depression,-0.59,8
489,చాలా బాధ కలుగుతోంది కానీ కారణం తెలియడం లేదు.,stress,-0.25,7
708,బయటపడండి,anxiety,0.0,6
358,ఏ మార్గం కనిపించడం లేదు.,depression,-0.52,8
706,"నుదిటి మీద హీలింగ్ బంప్ గురించి మతిస్థిమితం లేదు కాబట్టి దాదాపు రెండు వారాల క్రితం (గత సోమవారం), ఛాతీ నొప్పి కారణంగా నేను అర్జంట్ కేర్‌కి వెళ్లాలని నిర్ణయించుకున్నాను.నేను కారుకి వెళ్ళేటప్పుడు, నేను తలుపు తెరిచాను మరియు అది నా నుదిటిపై కొట్టింది.

నా కుడి కన్ను పైన నా నుదిటిపై పెద్ద గుడ్డు ఉంది మరియు అది దాదాపు పూర్తిగా పడిపోయింది.3/4"" కంటే ఎక్కువ పొడవు లేని చిన్న నిలువు గీత మాత్రమే బంప్‌గా ఉంది.

కానీ అది ఒక గీత మరియు దానిని తాకడం బాధిస్తుంది (అలాగే దానిని తాకిన తర్వాత), నా మెదడు నేను రక్తం గడ్డకట్టడం లేదా స్ట్రోక్‌తో చనిపోతానని చెబుతోంది.

దయచేసి ఇది అలా కాదని నన్ను ఒప్పించేందుకు ఎవరైనా సహాయం చేయగలరా?మూగ మెదడు నన్ను భయపెట్టడానికి ప్రయత్నిస్తోంది.",anxiety,0.04,5
226,నేను అనవసరమైన వాడినంటూ అనిపిస్తుంది.,depression,-0.65,8
406,ఏ నిర్ణయం తీసుకోవడానికైనా భయంగా ఉంది.,stress,-0.23,7
589,పని గురించి ఆలోచిస్తేనే టెన్షన్.,stress,-0.29,7
150,రాత్రి లైట్ ఆఫ్ చేశాను.,normal,0.22,5
191,మంచి మధ్యాహ్నం గడిచింది.,normal,0.04,5
498,ఏ పని పూర్తయ్యాక కూడా ప్రశాంతంగా అనిపించడం లేదు.,stress,-0.17,6
453,చిన్న తప్పుకే భారీగా బాధపడుతున్నాను.,stress,-0.36,7
159,ఇంటి తలుపు తాళం వేసాను.,normal,0.47,3
416,ఏ నిర్ణయం తీసుకోవడానికైనా భయంగా ఉంది.,stress,-0.24,7
664,"నేను IBSని కలిగి ఉన్నాను అని నేను ఎప్పుడూ అనుమానిస్తున్నాను, కానీ నా లక్షణాలు నేను నిజంగా పరిగణించగలిగేంతగా మంటలను పెంచుకోలేవు.గత వారం నాకు ప్రెగ్నెన్సీ బెదిరింపులు వచ్చాయి, ఎందుకంటే నా కడుపు కదులుతున్నట్లు అనిపించింది.నేను త్వరగా పరీక్ష చేసాను మరియు అది ప్రతికూలంగా ఉంది.
రెండు రోజుల తర్వాత నాకు గొంతు నొప్పి మరియు కడుపు నొప్పి మరియు సైనస్ రద్దీ వచ్చింది.దీని వల్ల నాకు పెద్దగా ఎదురుదెబ్బ తగిలింది, 2015 నుండి నేను ఎదుర్కొన్న చెత్తగా ఉంది. ఏదైనా తిన్న తర్వాత నా కడుపునొప్పి వస్తుంది మరియు నేను అంతగా పాపింగ్ చేయడం లేదు.నా పొట్ట నేను వంద సిట్ అప్‌లు చేసినట్లు అనిపిస్తుంది మరియు అది నా ఆందోళన భౌతిక భావాలుగా వ్యక్తమవుతోందా లేదా నా కడుపు ఏదో తీవ్రంగా ఉందని నాకు చెబుతుందా అని నాకు తెలియదు.
ఇది నిజంగా నాకు రావడం ప్రారంభించింది మరియు నేను వైద్యుల పట్ల చాలా భయపడ్డాను, నేను వెళ్లి కొంత భరోసా పొందాలనే ఆలోచన నన్ను కూడా భయపెడుతోంది.నేను గత రాత్రి ఓదార్పుగా తిన్నాను మరియు అది స్పష్టంగా నా కడుపుని నిలిపివేసింది.అర్ఘ్",anxiety,-0.98,10
2,నేను ఉదయం చాయ్ తాగాను.,normal,0.62,3
397,నా మనసులో గాఢమైన చీకటి ఉంది.,depression,-0.66,8
31,సోషల్ మీడియాలో కొద్దిసేపు గడిపాను.,normal,0.79,2
173,లైబ్రరీ నిశ్శబ్దంగా ఉంది.,normal,0.79,2
335,అన్ని ప్రయత్నాలు వృథా అనిపిస్తున్నాయి.,depression,-0.91,10
287,నన్ను నేనే అర్థం చేసుకోలేక బాధపడుతున్నాను.,depression,-0.51,8
570,ఏ పని మీద పట్టుదల ఉండడం లేదు.,stress,-0.7,9
